,CountryCode,Year,tmpf,dwpf,mslp,sknt,feel,relh,ice_accretion_6hr,p01i,Country,Total Grains/Cereals-Area Harvested-1000 Ha,Total Grains/Cereals-Yield-MT / Ha,Total Grains/Cereals-Production Quantity-1000 MT,"Economic Data-Gross Domestic Product, constant prices-Percent change",Economic Data-GDP (constant 2005 US$)-Million,Economic Data-Imports of goods and services (constant 2005 US$)-Million,Economic Data-Exports of goods and services (constant 2005 US$)-Million,Economic Data-WB GDP (constant 2005 US$) / FAO population-$/Person,Total Grains/Cereals-Import Quantity-1000 MT,Total Grains/Cereals-Import Value-Million US$,Total Grains/Cereals-Import Unit Value-US$ / MT,Total Grains/Cereals-Export Quantity-1000 MT,Total Grains/Cereals-Stock Variation-1000 MT,Total Grains/Cereals-Feed + Seed-1000 MT,Total Grains/Cereals-Waste + Processed + OtherUtilization-1000 MT,Total Grains/Cereals-Food Availability-1000 MT,Total Grains/Cereals-Food Availability per capita-kg/cap/yr,Population-Total Population - Both Sexes-Million,Root Crops (R&T)-FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT-Conversion Rate,Root Crops (R&T)-Area Harvested-1000 Ha,Root Crops (R&T)-Yield-MT / Ha,Root Crops (R&T)-Production Quantity-Grain Equiv. 1000 MT,Root Crops (R&T)-Import Quantity-Grain Equiv. 1000 MT,Root Crops (R&T)-Export Quantity-Grain Equiv. 1000 MT,Root Crops (R&T)-Stock Variation-Grain Equiv. 1000 MT,Root Crops (R&T)-Feed + Seed-Grain Equiv. 1000 MT,Root Crops (R&T)-Waste + Processed + OtherUtilization - Stock Variation-Grain Equiv. 1000 MT,Root Crops (R&T)-Food Availability-Grain Equiv. 1000 MT,Root Crops (R&T)-Food Availability per capita-kg/cap/yr,Total Grains/Cereals and Root Crops (R&T)-Production Quantity-Grain Equiv. 1000 MT,Total Grains/Cereals and Root Crops (R&T)-Food Availability per capita-kg/cap/yr,Total Grains/Cereals and Root Crops (R&T)-Food Supply-Grain Equiv. 1000 MT,Total Grains/Cereals and Root Crops (R&T)-Area Harvested-1000 Ha,Other-Food Supply-Grain Equiv. 1000 MT / yr,Other-Food Supply-Grain Equiv. kg/cap/yr,Food Aid-Cereal Food Aid-Grain Equiv. 1000 MT,Food Aid-Total-Grain Equiv. 1000 MT,Food Aid-Non-Cereal Food Aid-Grain Equiv. 1000 MT
266,CO,1991,74.75164839994869,66.77064950516765,1010.3532775864346,4.3506461144156185,77.56304909738022,77.91833773524172,,0.18666666666666662,Colombia,1610.9,1.997392762,3217.6,2.372,96489.12913,8294.311575,13340.2604,2850.491259,1116.4,96.161,86.13489789,0.0,-86.0,1035.0,490.0,2558.0,75.56868538,33.85,0.245306463,338.072,2.99711831,1013.241781,0.303444095,8.820975117,0.0,147.0065215,118.155783,739.6769946,21.85160989,4230.841781,97.42029526,5347.545225,1948.972,2915.492738,260.9984202,5.929523697,7.399973293,1.470449596
267,CO,1992,74.70149469439319,66.38082882035415,1009.8578532455994,4.325875270843942,77.68151841285994,76.92576160005427,,0.26,Colombia,1440.654,2.051845898,2956.0,4.353,101345.1158,11725.71498,14083.12367,2937.795049,1569.7,262.034,166.9325349,4.2,194.0,1449.0,584.0,2724.5,78.97788213,34.497,0.249089768,340.813,2.973654408,1013.46008,2.634373384,12.80645223,0.0,145.6303327,118.3126579,739.3450104,21.43215382,3969.46008,100.410036,5541.794453,1781.467,3028.403897,268.1435803,17.71508583,19.85682485,2.141739019
268,CO,1993,74.10106249844172,66.64922164458189,1010.483073567941,3.6960488156314324,76.96513236321886,78.95205440893423,,0.202,Colombia,1405.706,2.134585753,3000.6,5.71,103742.5871,16921.45851,15490.30835,2951.760859,2240.8,265.573,118.5170475,0.0,-121.0,1576.0,642.0,2914.4,82.92266545,35.146,0.247555101,384.348,3.159285854,1214.265199,3.813586338,14.1358914,0.0,198.8860161,141.8017901,863.255088,24.56197257,4214.865199,107.484638,6459.478786,1790.054,3186.254382,278.6037536,2.481007919,3.191970372,0.710962453
269,CO,1994,73.81103079562853,66.53468470550375,1010.8897011492772,4.09216579930047,76.45374875963387,79.38983347980417,,0.07999999999999999,Colombia,1448.674,2.08673587,3023.0,5.147,109796.809,19970.9064,14966.73961,3067.121318,2022.5,387.083,191.3883807,0.3,132.0,1736.0,719.0,3065.2,85.62489525,35.798,0.246108427,392.715,3.092410059,1214.435816,21.88863741,15.30991304,-3.120408749,203.9640819,148.3216736,868.7290314,24.26752979,4237.435816,109.892425,6281.824454,1841.389,3295.193362,282.277196,30.2859375,30.2859375,0.0
270,CO,1995,74.15246465279897,66.68869645522138,1010.6131939982124,3.701601072114744,77.2243062356995,79.11381789950413,,0.78125,Colombia,1299.245,2.108455295,2739.4,5.202,115508.9194,21420.98605,15499.68099,3168.708184,2426.6,451.327,185.9915108,0.7,33.0,1667.0,764.0,3228.3,88.5606123,36.453,0.248380356,378.703,3.20891236,1215.224737,16.8888707,8.169229916,0.0,190.3589534,153.8584665,879.7311807,24.13329988,3954.624737,112.6939122,6398.113608,1677.948,3643.694564,294.515019,16.6058,16.68118438,0.075384375
271,CO,1996,73.6237623846401,66.5750142605972,1010.928588493473,4.2470210670490065,76.39617246338257,80.06797411313192,,0.4533333333333333,Colombia,1183.84,2.23721111,2648.5,2.056,117883.615,21911.67235,16988.11815,3176.342925,2693.2,695.663,258.3035051,0.0,145.0,1628.0,638.0,3485.7,93.92126748,37.113,0.250124515,396.407,3.207975765,1271.664049,6.845657847,6.535753573,1.5722827,228.1118067,144.5374524,899.3246941,24.23206677,3920.164049,118.1533343,6620.209707,1580.247,3613.126627,295.0183932,9.37890625,9.37890625,0.0
272,CO,1997,75.04687477762195,67.33835772219622,1010.6499769903926,4.736828791091974,78.44349223890204,78.5312440312742,,0.20333333333333334,Colombia,1103.336,2.375885496,2621.4,3.43,121927.3692,23268.74738,17523.48139,3227.726517,3030.7,588.753,194.2630415,0.0,14.0,1524.0,612.0,3657.1,96.81270682,37.775,0.248442687,368.773,3.099641741,1143.064184,15.65586438,3.203668453,0.00894,131.5849365,143.2172715,880.7129293,23.31470362,3764.464184,120.1274104,6810.820048,1472.109,3657.186408,297.929723,0.0,1.455,1.455
273,CO,1998,75.85418296555171,68.78361971843808,1010.3345223198406,4.544142663539427,79.8299074629767,80.12373477668312,,0.141,Colombia,945.227,2.418085814,2285.64,0.57,122622.0919,22358.22205,18815.92161,3190.043756,2989.4,614.298,205.492072,0.0,60.0,1438.0,400.0,3684.04,95.84120294,38.439,0.250004684,363.537,3.012007758,1094.976264,26.12523946,2.408295119,0.0,114.7343996,147.2555088,856.7030503,22.28733969,3380.616264,118.1285426,6396.141504,1308.764,3570.542479,293.2027437,7.58225,7.58225,0.0
274,CO,1999,74.46139455918659,67.79432756560023,1010.0179352404671,4.524389417640074,77.3296336370917,81.06981060156355,,0.5700000000000001,Colombia,1084.111,2.487693603,2696.936,-4.204,117467.0405,16840.06972,19930.55906,3004.041646,3200.8,406.355,126.954199,46.0,-83.0,1456.0,496.0,3787.736,96.86561133,39.103,0.248079436,378.037,3.156033956,1193.097609,23.17210776,8.548321192,1.550496472,137.0549573,157.7398206,912.9263691,23.34670918,3890.033609,120.2123205,7114.005716,1462.148,3622.384611,297.9080116,11.550096,14.28049857,2.730402567
275,CO,2000,74.08864335345726,67.23364435670007,1009.9097527162553,4.5874648514151515,77.06866230531489,80.60595690268514,,0.8205555555555556,Colombia,1118.941,2.622368829,2934.276,2.925,122659.0755,18900.18265,19737.54888,3084.676478,3387.6,361.555,106.7289527,55.0,-277.0,1532.0,374.0,4122.876,103.6836334,39.764,0.256706753,317.928,2.838407459,902.4092068,48.83589269,16.83893617,-4.001801573,112.4383279,136.8855389,685.0843501,17.22875843,3836.685207,120.9123919,7273.121099,1436.869,3884.773591,301.3694243,10.943725,12.965725,2.022
276,CO,2001,74.68486198114182,67.44863750057416,1009.6085091524768,5.562386261022902,78.21212253463545,79.88997207253031,,1.755921052631579,Colombia,1108.627,2.719399762,3014.8,1.678,124717.17,20552.08567,20292.34707,3085.30218,3368.0,466.698,138.5682898,62.0,121.0,1645.0,448.0,4230.8,104.6631868,40.423,0.254955762,341.567,3.040262755,1038.453428,42.20588668,17.57461055,-3.974505367,151.2224207,150.5712637,761.2928048,18.83315946,4053.253428,123.4963463,7463.459315,1450.194,3976.48211,304.8091174,34.80615938,38.26127075,3.45511137
277,CO,2002,75.3669522507103,67.69028974357259,1009.6150793125998,5.070158161711347,79.00302592096385,78.69405073127083,,0.8764285714285714,Colombia,1065.183,2.928768108,3119.674,2.504,127840.0636,20619.71247,19809.91386,3112.129694,3506.8,508.575,145.0253793,74.0,76.9,1912.51,375.0,4341.374,105.6861094,41.078,0.255015815,299.954,3.160628703,948.043222,29.55735297,9.840040221,3.993802672,132.5697162,131.9339618,703.2647623,17.12022889,4067.717222,122.8063382,7604.074575,1365.137,4026.324619,303.8081566,1.783306849,9.367149154,7.583842305
278,CO,2003,74.86457000349327,67.32919998589138,1008.5977329559373,4.413393768539755,78.18704058526511,79.05200626931796,,0.0005378390738453071,Colombia,1158.026,3.007485151,3482.746,3.918,132849.1849,22304.35202,21267.9821,3183.388883,3660.6,543.433,148.4546249,122.0,-53.6,1926.68,442.0,4598.746,110.1971149,41.732,0.250066842,319.904,3.281433936,1049.743842,22.11141028,6.377454666,3.907294403,162.183851,138.3909913,764.905956,18.32900307,4532.489842,128.526118,8215.201252,1477.93,4068.87,309.3019939,2.034457355,10.75891876,8.724461401
279,CO,2004,74.52174961353421,66.96638670995758,1010.9712677307311,4.812147684666022,77.87718067346064,78.92350378590804,,3.3416849315068493,Colombia,1211.64,3.077211053,3728.472,5.333,139934.0612,24595.47905,23354.07501,3301.421725,3698.4,646.961,174.9299697,95.2,-47.3,2006.626,475.0,4802.372,113.3009012,42.386,0.251207099,315.948,3.257602247,1029.232915,24.40049915,9.187146026,0.0,151.9109618,137.70721,754.8285985,17.80844143,4757.704915,131.1093427,8480.505414,1527.588,4117.410915,312.9216819,5.004435527,15.01250475,10.00806922
280,CO,2005,75.84242417284399,68.04887068663487,1010.2816562868938,4.240090608977523,79.35846454511403,78.50757018489143,,0.9437553841991341,Colombia,1080.922,3.040881766,3286.956,4.707,146520.1361,27522.81487,24688.51974,3404.199161,4696.8,626.351,133.3569664,85.2,46.1,2674.5,460.0,4849.156,112.6636463,43.041,0.252260171,303.36,3.177137687,963.8164887,22.51169764,8.739553616,0.0,144.5978002,135.0512663,697.9446114,16.21580845,4250.772489,128.8794547,8970.084186,1384.282,4284.567471,313.142453,7.380770426,17.10873401,9.727963581
281,CO,2006,75.22991178811128,67.84313102008205,1020.6562198326214,4.544123215413934,78.55908242284944,79.45871389481186,,0.006486928104575158,Colombia,1050.816,2.982190983,3133.734,6.698,156333.3446,33018.67682,26811.22588,3577.667679,5171.08,868.657,167.9836707,140.0,11.9,3152.78,381.0,4605.934,105.4061835,43.697,0.252604167,335.964,3.207812917,1077.709659,31.00867708,7.350276042,0.0,195.9566719,132.9981146,772.4203464,17.67673631,4211.443659,123.0829198,9413.532336,1386.78,4483.514155,307.7706542,10.01662426,19.9995298,9.982905539
282,CO,2007,75.06333177665887,67.52108421912179,1013.6364004057269,4.266251839052088,78.07397024243899,79.16788042340282,,0.0011888270024071274,Colombia,1070.032,2.909537285,3113.298,6.901,167121.3266,37656.49683,28662.56334,3768.067428,4715.5,1192.86,252.9657512,130.0,34.3,2913.402,372.0,4447.663,100.281002,44.352,0.248893345,367.971,3.367409519,1239.109048,33.17648735,7.383172195,0.0,125.057208,169.454803,970.3978193,21.87946021,4352.407048,122.1604622,9101.083536,1438.003,4510.961415,305.2038392,9.323713386,21.95274604,12.62903265
283,CO,2008,74.29764629270686,67.13398731000355,1012.7047508054023,4.134873830418166,76.97820010813972,80.09692730588691,,1.1055236270752586e-05,Colombia,1133.02,2.94783499,3339.956,3.547,173048.7939,41601.24985,29946.18028,3845.016085,5226.6,1654.35,316.5250832,60.0,-45.9,3155.52,437.0,4868.536,108.1752655,45.006,0.25122376,332.738,3.422949218,1138.945277,19.16636313,9.099575828,0.0,110.3465197,159.2643078,880.1061707,19.55530753,4478.901277,127.7305731,9724.66764,1465.758,4733.237357,312.6367547,10.85016493,24.13107183,13.2809069
284,CO,2009,75.79268277939859,67.97028506704739,1012.88302984268,4.461142382587414,79.00397937361046,78.43850563650537,,0.001609852902815325,Colombia,1187.597,2.855367604,3391.026,1.652,175906.78,37795.19638,29094.16877,3853.042011,5259.3,1183.37,225.0052288,50.0,-206.9,3190.222,438.0,4764.744,104.3664082,45.654,0.251123755,375.09298,3.316311555,1243.925184,26.33660384,7.701714452,0.0,111.4479692,178.3855085,952.2293875,20.85752371,4634.951184,125.2239319,9920.587788,1562.68998,4801.386889,308.5151294,7.575725729,21.48013919,13.90441346
285,CO,2010,76.41348124652372,68.70161747751611,1010.9865132060572,3.900026277975977,79.9374850585266,78.84515957762608,,0.02226333594367996,Colombia,1033.59423,2.701321194,2792.07,3.972,182893.4467,41894.15573,29462.02409,3950.609066,5712.8,1281.81,224.3750875,50.0,215.5,3457.159,437.0,4776.37,103.1724808,46.295,0.251123755,347.37,3.179368292,1104.417164,26.33660384,7.701714452,0.0,111.4479692,178.3855085,833.2185752,17.99802517,3896.487164,121.170506,9635.623767,1380.96423,4868.800237,304.4617034,10.66557306,17.36636698,6.700793923
286,CO,2011,75.8399442018736,68.09515839351754,1014.0662792278354,3.8183848247652534,79.181975232245,78.60292007867237,,0.057877028757427555,Colombia,1015.6185,2.872600292,2917.466,6.645,195047.3178,50759.72753,33254.7245,4156.398614,5574.17,1718.55,308.30599,50.0,-14.32,3748.865,411.0,4267.316,90.93519722,46.927,0.251123755,345.66915,3.158777691,1091.892,26.33660384,7.701714452,0.0,111.4479692,178.3855085,820.6934113,17.48872528,4009.358,108.4239225,9609.864603,1361.28765,4935.267064,291.71512,18.96829127,35.87775047,16.9094592
287,CO,2012,76.52420910148662,67.96424049284377,1013.4743987592359,3.9467787512879156,80.09811173692258,76.79073405819186,,0.0012268150808854826,Colombia,1020.89711,2.890434277,2950.836,4.213,203264.6199,55360.50356,35036.71218,4274.665516,5937.6,,,50.0,53.7,3908.715,402.0,4403.136,92.5981788,47.551,0.251123755,351.34069,3.256733588,1144.223026,26.33660384,7.701714452,0.0,111.4479692,178.3855085,873.0244378,18.35974927,4095.059026,110.9579281,10058.99563,1372.2378,5000.892538,294.2491255,6.33341973,9.628944388,3.295524658
288,CO,2013,76.93253365608135,68.24652875365523,1012.9874667177141,4.181365727631891,80.72599159745178,76.53313338865043,,0.00022137028951512498,Colombia,,,2998.07,4.265,,,,,6175.0,,,50.0,-166.87,4027.0,402.0,4577.2,95.031662,48.165,0.251123755,,,,,,,,,0.0,18.35974927,2998.07,113.3914113,9173.07,,5065.466323,296.6826087,,,
289,DZ,1980,65.53218978649865,46.02143025214772,1014.9724887730073,6.66172490011271,64.59784107830399,57.17188166321619,,,Algeria,3181.38,0.76025951,2418.6744,-5.4,50817.86555,23782.38072,19637.94621,2701.497292,3413.81,780.48,228.624323,0.0,-931.713,763.81246,314.703,3750.007,199.3518154,18.811,0.252459016,76.01,1.961614197,149.1022951,42.42674754,0.0,-12.53888197,22.39387213,34.53639344,134.5990295,7.155336213,2567.776695,206.5071516,6024.013443,3257.39,1179.964073,347.6137432,,,
290,DZ,1981,66.51557218627623,46.41317957550058,1014.1702501230051,6.775888191485907,65.61265926931485,55.8561778630723,,,Algeria,2836.39,0.646057841,1832.472,3.0,52342.39952,27658.90744,19696.85984,2692.233285,2719.26,722.947,265.8616682,0.0,427.894,916.70136,280.364,3722.233,191.4531941,19.442,0.252367447,82.9,1.607988565,133.3022521,32.42063645,0.0,0.0,19.91224583,19.30232418,126.508268,6.506957517,1965.774252,197.9601516,4717.454889,2919.29,1268.983653,351.0955019,,,
291,DZ,1982,65.7678871187121,46.518466235340576,1015.9277434848838,6.625352128308719,64.96701258701776,57.871086972846676,,,Algeria,2569.3,0.593157047,1523.9984,6.4,55692.31526,27188.70675,21705.93893,2771.313458,4094.76,860.124,210.0548017,0.0,-186.667,1224.574,310.634,3820.3,190.102508,20.096,0.254460459,73.74,1.432425351,105.6270454,55.71106395,0.0,9.415036979,20.90781994,11.14893055,129.2814352,6.433192437,1629.625445,196.5357004,5780.096509,2643.04,1329.922459,347.1095406,,,
292,DZ,1983,66.37116020909437,45.2959441279687,1017.6181970567235,6.707257824154791,65.34306093768069,54.382828780994316,,,Algeria,2227.56,0.579303992,1290.4344,5.4,58699.70197,28874.40761,23051.70805,2827.130085,3766.46,669.564,177.7701077,0.0,315.0,1099.02783,307.231,3914.464,188.5307518,20.763,0.253790771,76.79,1.621580583,124.521173,90.64467323,0.308101996,1.692023072,19.5248854,23.67893275,171.653926,8.267298851,1414.955573,196.7980507,5272.060246,2304.35,1469.959997,344.8823568,,,
293,DZ,1984,64.31866806409143,45.153976321068846,1016.0026918651871,7.6775621508521255,63.016823655150745,57.96613890475618,,,Algeria,2670.07,0.547208275,1461.0844,5.6,61986.88323,29596.26682,24365.65553,2892.123512,4115.57,727.684,176.8124464,0.0,172.014,1401.80604,332.623,3960.5,184.7851444,21.433,0.256479409,71.9,1.858209373,133.6052539,65.2027084,0.0,1.538876456,26.75172572,22.92438609,149.1304655,6.957983741,1594.689654,191.7431281,5775.462362,2741.97,1437.148178,338.3010945,,,
294,DZ,1985,65.49186366963525,46.28132565243312,1015.9270732206513,7.215518977496146,64.20630643375183,58.02691351879423,,,Algeria,3198.67,0.912372455,2918.3784,5.6,64280.39621,31283.254,24999.16199,2908.87846,5266.1,942.433,178.9622301,0.0,-1687.015,1734.17617,490.297,4214.972,190.7399765,22.098,0.254698604,97.48,2.128672062,207.5029526,88.84167474,0.831336243,0.0,26.34250875,35.81138781,233.3591908,10.56019508,3125.881353,201.3001715,8480.823027,3296.15,1665.385251,352.8406677,,,
295,DZ,1986,64.47402658336169,47.63840267628967,1016.7600244650775,7.316616327424243,63.33932171652166,61.75853331839476,,,Algeria,2871.1,0.837030783,2403.19908,-0.2,64537.51843,24400.93907,24924.16527,2836.315304,4551.547,671.205,147.4674435,0.0,42.058,1920.44931,425.663,4650.714,204.3910521,22.754,0.254862774,96.66,2.140098479,206.861919,64.06154224,0.600456695,-0.509725548,29.29927934,36.15279419,204.870931,9.003732575,2610.060999,213.3947847,7225.669541,2967.76,1609.818568,355.2661508,,,
296,DZ,1987,65.9238751168483,47.76497407547342,1016.1722003210494,7.108134399192266,64.68746934766999,60.03541189758758,,,Algeria,2719.15,0.759763566,2065.9111,-0.7,64085.75741,17397.86804,26419.61357,2738.941679,3865.33,530.529,137.2532229,0.0,1007.015,1744.12728,404.221,4722.489,201.8330199,23.398,0.256533752,107.44,2.159931098,232.0629972,33.50099917,2.218760419,0.513067503,26.79033276,28.0986549,208.4562483,8.909148144,2297.974097,210.7421681,6196.805096,2826.59,1591.600804,356.3327064,,,
297,DZ,1988,65.57537836973664,47.7155149721469,1016.1054230565769,6.930412104602461,64.51649476423061,60.086841454124226,,,Algeria,1808.54,0.573838566,1037.81,-1.9,63444.8963,17989.39586,26525.29168,2639.687801,5368.04,670.423,124.8915805,0.342,735.024,1612.84175,425.235,5039.577,209.6765966,24.035,0.255226238,97.6,2.35038261,229.3973427,39.04706216,0.097241197,0.0,28.41796129,28.85664415,211.0726093,8.781885139,1267.207343,218.4584818,6674.294405,1906.14,1602.084937,365.7531771,8.902811044,22.06675148,13.16394044
298,DZ,1989,66.87850230283108,46.470808733385134,1016.8165722566845,6.956113833791091,65.81721815343104,55.79888424092153,,,Algeria,2638.17,0.760238029,2005.63716,4.8,66236.47312,21011.61579,28647.31559,2685.117282,8090.373,1320.45,163.2124996,0.0,-1843.279,2529.271,600.865,5122.597,207.6616264,24.668,0.253949524,104.06,2.442122708,254.127289,40.69820472,0.0,0.0,27.83286787,31.43590372,235.5564682,9.549070383,2259.764449,217.2106968,10390.83565,2742.23,1735.684752,374.2864339,36.55749091,46.31689433,9.759403424
299,DZ,1990,66.5693224628289,48.016944863342495,1017.1206391885726,6.688496036562177,65.45734320797897,59.43056615885428,,,Algeria,2365.999,0.68753199,1626.7,1.252,66766.36531,18952.4768,29621.32438,2639.091083,4595.3,824.762,179.4794682,0.0,225.0,990.5,453.0,5651.5,223.3882762,25.299,0.253607536,102.43,2.001875338,205.0520908,44.26440574,0.113869784,0.0,32.21586675,25.68486404,191.3030119,7.561682749,1831.752091,230.949959,6471.316497,2468.429,1652.132135,384.7498343,4.608921928,10.13047227,5.521550342
300,DZ,1991,63.52859211347106,48.14858476007006,1016.8589839022003,6.185198682926688,62.809302868721204,63.84892791388878,,,Algeria,3418.278,1.114215988,3808.7,-1.2,65965.16852,15559.98316,29354.73474,2543.872913,4385.0,595.27,135.7514253,0.0,-1114.0,1555.0,755.0,5965.7,230.0605453,25.931,0.253798891,118.72,2.303152253,273.4302355,41.2486648,0.0,0.0,29.12804191,31.46344855,254.0874606,9.798598611,4082.130235,239.8591439,8508.3789,3536.998,1721.291449,391.0680331,39.21011346,42.56170812,3.351594662
301,DZ,1992,63.684837706834976,47.42418508296745,1017.2219093850472,6.131055466514309,62.91549867186214,62.42693949683309,,,Algeria,3530.507,0.943122333,3329.7,1.6,67152.54308,16275.74271,30499.56698,2528.524101,3922.7,765.597,195.1709282,0.0,-204.0,1921.0,903.0,5651.4,212.7946382,26.558,0.254139139,107.26,2.742598701,294.1711367,21.73474162,0.72353413,0.0,26.04534805,34.22059754,254.9162969,9.59847492,3623.871137,222.3931131,7568.305878,3637.767,1831.828307,379.6989338,10.90421397,18.69186547,7.787651497
302,DZ,1993,64.98552221800803,46.8800150505165,1016.6436893786753,6.061750111364698,63.855999949695786,60.0976338579428,,,Algeria,1959.575,0.741334218,1452.7,-2.102,65742.33916,15185.2676,29920.0773,2419.666513,6309.1,886.575,140.5232125,0.0,255.0,1803.0,692.0,6160.8,226.750092,27.17,0.254381135,95.78,2.829107044,270.9718726,17.94175583,0.527077712,0.0,20.49574243,33.03902182,234.8520409,8.643799812,1723.671873,235.3938918,8050.713628,2055.355,1901.779662,393.3524783,14.72701002,28.71986192,13.9928519
303,DZ,1994,66.84027050352684,47.30949324392923,1016.7140227575237,6.244723688471413,65.79099168446614,57.57390682549448,,,Algeria,1287.476,0.748518807,963.7,-0.9,65150.66037,16111.56884,28902.79397,2347.686944,6596.6,1358.86,205.9939969,0.0,-759.0,1295.0,446.0,5598.3,201.7332709,27.751,0.252252252,75.3,2.398359475,180.5964685,41.2889009,0.0303,0.0,23.6818955,24.51513514,173.658018,6.257721092,1144.296468,207.990992,7782.185369,1362.776,1867.772305,357.5528273,14.52962555,25.31220078,10.78257524
304,DZ,1995,66.5402364650402,46.90474356629761,1016.1468246637911,6.556438533980063,65.50540790734739,56.6793782884484,,,Algeria,2579.671,0.829059209,2138.7,3.848,67626.38208,16433.80113,30723.66915,2390.300512,4179.5,1226.17,293.3771982,0.0,540.0,821.0,453.0,5889.2,208.1577831,28.292,0.25486014,87.74,3.485664097,305.8321678,27.88781594,0.00255,0.0,23.29406387,36.28673185,274.1364865,9.689540737,2444.532168,217.8473239,6651.919984,2667.411,1886.384532,369.5061101,18.45640933,25.05044791,6.594038582
305,DZ,1996,67.17719191540708,44.708574063919286,1014.2379248619965,7.233935787740381,65.77647087769823,52.51433642354615,,,Algeria,3663.945,1.33754737,4900.7,3.8,70399.06272,14248.10475,33027.94491,2445.515779,4145.4,1079.26,260.3512327,0.0,-953.0,1717.0,505.0,6171.1,214.3710703,28.787,0.253884385,85.42,3.418017362,291.967043,15.82410596,0.00279,0.0,18.24997127,33.22153346,256.3171054,8.903918624,5192.667043,223.2749889,9353.891149,3749.365,1856.669072,366.2560663,15.42066907,23.99772326,8.577054192
306,DZ,1997,68.70937678146304,44.154558177394,1015.7738591495623,7.167889456398679,67.24800357869024,49.13599818565848,,,Algeria,1115.67,0.780427904,870.7,1.1,71173.45236,14590.05964,35108.70664,2433.862885,5834.3,1250.07,214.262208,0.0,659.0,1155.0,381.0,6153.0,210.4093287,29.243,0.25245334,67.18,3.560644293,239.2040836,58.36872687,0.0,0.0,18.54138505,30.88211215,248.1495152,8.485774894,1109.904084,218.8951036,7002.57281,1182.85,1853.560001,368.7143096,34.46881384,42.55740954,8.088595698
307,DZ,1998,68.40724457527638,43.17464752109253,1016.3689665731903,7.194349524585351,66.74221190789211,48.55081997363235,,,Algeria,3575.557,0.846217806,3025.7,5.098,74803.301,15655.13436,35705.55227,2520.836456,5621.1,1005.41,178.8635676,0.0,-261.0,1749.0,493.0,6443.8,217.1530633,29.674,0.255542795,68.64,4.095237099,281.0970745,28.83238247,0.0,-0.00434,17.74292656,30.99938537,261.1869687,8.801879379,3306.797074,225.9549427,8956.729457,3644.197,2007.595397,366.1484434,10.46772755,13.324118,2.856390446
308,DZ,1999,69.894308944791,43.95216414824605,1015.0554653318014,7.498662705734688,67.91998368257441,48.13393693851552,,,Algeria,1888.825,1.069818538,2020.7,3.2,77197.00778,15921.27139,37847.88725,2564.769852,6033.8,901.589,149.4230833,0.0,420.0,1744.0,431.0,6599.5,219.2597761,30.099,0.252987909,64.89,3.884169492,252.0437584,24.60155625,0.06,0.0043,19.6768936,29.38378669,227.5246762,7.559210478,2272.743758,226.8189865,8331.145315,1953.715,2161.191474,376.5622387,18.36361077,34.74241047,16.37879971
309,DZ,2000,69.39685360357093,43.246095344854496,1016.280999948748,7.356823780591103,67.60199381745933,47.055252474398664,,0.6599999999999999,Algeria,1058.047,0.8805847,931.7,3.8,78895.34249,15777.97998,40080.91137,2583.852181,7314.7,1074.99,146.962965,0.0,170.0,1616.0,431.0,6669.4,218.4253619,30.534,0.254006137,72.69,4.220122048,306.7606717,45.57124105,0.0,0.0,17.88083822,35.801403,298.6494937,9.780883399,1238.460672,228.2062453,8598.731913,1130.737,2045.024488,379.793198,18.53503984,28.54278989,10.00775005
310,DZ,2001,70.8850607965422,43.47379889624245,1015.6259035267645,8.04593883769631,68.96585372941921,45.55258338474005,,0.035,Algeria,2402.583,1.106600688,2658.7,3.0,82534.40889,16393.32154,38998.72776,2663.947095,6343.4,995.961,157.0074408,0.0,55.0,1918.0,483.0,6956.1,224.5206894,30.982,0.255898339,65.79,3.762168453,247.5130625,27.04896626,0.0949,0.0,19.87321857,27.74680103,226.8469685,7.321895569,2906.213062,231.842585,9276.662029,2468.373,2224.925302,392.7669829,25.30433125,36.20180568,10.89747443
311,DZ,2002,69.71306122845307,43.2752850052532,1015.5513938471368,7.824247676511621,68.12341116496597,46.537937001700556,,0.0018181818181818182,Algeria,1845.105,1.05777178,1951.7,5.6,87156.33579,19590.01776,41143.65748,2771.971751,7458.2,1284.58,172.237269,0.0,-429.0,1612.0,633.0,7035.9,223.773933,31.442,0.252367424,72.58,4.63658208,336.5231274,45.77364631,0.00631,0.0,23.94108807,38.71568655,319.6336899,10.16581928,2288.223127,233.9397522,9792.196774,1917.685,2340.394277,392.9354357,39.69182651,58.54625631,18.8544298
312,DZ,2003,68.4593959479257,44.23527415229151,1016.0548176063159,7.6848474796584805,66.97723271931189,49.56331231174417,,0.00010531038994036539,Algeria,2901.562,1.471517755,4269.7,7.2,93431.59197,20060.17893,44106.00038,2927.696925,5705.2,1124.76,197.1464629,0.0,-140.0,2259.0,643.0,7232.9,226.6443142,31.913,0.253492434,88.66,5.374971689,476.5449899,28.02282812,0.276053261,0.0,25.26409024,51.05033434,427.9905421,13.41116605,4746.24499,240.0554803,10479.46782,2990.222,2510.690704,397.9052711,5.218109092,11.80686971,6.588760621
